Date,Location,Cases,Area
2020-10-13,Κέρκυρα,6,Ιόνιο Πέλαγος
2020-10-14,Πιερία,2,Μακεδονία
2020-10-14,Κόρινθος,8,Πελοπόννησος
2020-10-14,Λάρισα,7,Θεσσαλία
2020-10-14,Λέσβος,7,Αιγαίο Πέλαγος
2020-10-14,Μαγνησία,2,Θεσσαλία
2020-10-14,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-14,Ξάνθη,2,Θράκη
2020-10-14,Πέλλα,212,Μακεδονία
2020-10-14,Πρέβεζα,17,Ήπειρος
2020-10-14,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2020-10-14,Ρόδος,4,Αιγαίο Πέλαγος
2020-10-14,Σάμος,1,Αιγαίο Πέλαγος
2020-10-14,Σέρρες,1,Μακεδονία
2020-10-14,Σαντορίνη,2,Αιγαίο Πέλαγος
2020-10-14,Τρίκαλα,5,Θεσσαλία
2020-10-14,Φθιώτιδα,1,Στερεά Ελλάδα
2020-10-14,Χίος,3,Αιγαίο Πέλαγος
2020-10-14,Χαλκιδική,2,Μακεδονία
2020-10-14,Χανιά,3,Κρήτη
2020-10-14,Ροδόπη,4,Θράκη
2020-10-14,Κοζάνη,35,Μακεδονία
2020-10-14,Καστοριά,17,Μακεδονία
2020-10-14,Καρδίτσα,1,Θεσσαλία
2020-10-14,Κιλκίς,5,Μακεδονία
2020-10-14,Άρτα,1,Ήπειρος
2020-10-14,Έβρος,1,Θράκη
2020-10-14,Αιτωλοακαρνανία,4,Στερεά Ελλάδα
2020-10-14,Αργολίδα,1,Πελοπόννησος
2020-10-14,Αχαΐα,5,Πελοπόννησος
2020-10-14,Βοιωτία,8,Στερεά Ελλάδα
2020-10-14,Γρεβενά,2,Μακεδονία
2020-10-14,Δράμα,2,Μακεδονία
2020-10-14,Αττική,364,Στερεά Ελλάδα
2020-10-14,Ηλεία,1,Πελοπόννησος
2020-10-14,Εύβοια,1,Στερεά Ελλάδα
2020-10-14,Κέρκυρα,6,Ιόνιο Πέλαγος
2020-10-14,Κάλυμνος,1,Αιγαίο Πέλαγος
2020-10-14,Ιωάννινα,24,Ήπειρος
2020-10-14,Καβάλα,2,Μακεδονία
2020-10-14,Ηράκλειο,1,Κρήτη
2020-10-14,Ημαθία,6,Μακεδονία
2020-10-14,Θεσσαλονίκη,201,Μακεδονία
2020-10-15,Πιερία,4,Μακεδονία
2020-10-15,Κόρινθος,5,Πελοπόννησος
2020-10-15,Λάρισα,7,Θεσσαλία
2020-10-15,Λέσβος,7,Αιγαίο Πέλαγος
2020-10-15,Μαγνησία,2,Θεσσαλία
2020-10-15,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-15,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2020-10-15,Ξάνθη,1,Θράκη
2020-10-15,Πέλλα,8,Μακεδονία
2020-10-15,Πρέβεζα,17,Ήπειρος
2020-10-15,Χίος,3,Αιγαίο Πέλαγος
2020-10-15,Χαλκιδική,1,Μακεδονία
2020-10-15,Ρόδος,4,Αιγαίο Πέλαγος
2020-10-15,Σάμος,1,Αιγαίο Πέλαγος
2020-10-15,Σέρρες,4,Μακεδονία
2020-10-15,Σαντορίνη,2,Αιγαίο Πέλαγος
2020-10-15,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2020-10-15,Τρίκαλα,5,Θεσσαλία
2020-10-15,Φθιώτιδα,11,Στερεά Ελλάδα
2020-10-15,Κως,1,Αιγαίο Πέλαγος
2020-10-15,Ροδόπη,4,Θράκη
2020-10-15,Κοζάνη,29,Μακεδονία
2020-10-15,Δράμα,1,Μακεδονία
2020-10-15,Καστοριά,17,Μακεδονία
2020-10-15,Κιλκίς,5,Μακεδονία
2020-10-15,Άρτα,2,Ήπειρος
2020-10-15,Έβρος,4,Θράκη
2020-10-15,Αιτωλοακαρνανία,5,Στερεά Ελλάδα
2020-10-15,Αττική,453,Στερεά Ελλάδα
2020-10-15,Αχαΐα,5,Πελοπόννησος
2020-10-15,Βοιωτία,5,Στερεά Ελλάδα
2020-10-15,Γρεβενά,2,Μακεδονία
2020-10-15,Εύβοια,18,Στερεά Ελλάδα
2020-10-15,Αργολίδα,1,Πελοπόννησος
2020-10-15,Ημαθία,4,Μακεδονία
2020-10-15,Ηράκλειο,6,Κρήτη
2020-10-15,Θάσος,3,Μακεδονία
2020-10-15,Θεσπρωτία,4,Ήπειρος
2020-10-15,Θεσσαλονίκη,201,Μακεδονία
2020-10-15,Ιωάννινα,19,Ήπειρος
2020-10-15,Κέρκυρα,4,Ιόνιο Πέλαγος
2020-10-15,Καβάλα,2,Μακεδονία
2020-10-15,Ηλεία,5,Πελοπόννησος
2020-10-15,Καρδίτσα,3,Θεσσαλία
2020-10-16,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-16,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-16,Μύκη,15,Θράκη
2020-10-16,Μεσσηνία,3,Πελοπόννησος
2020-10-16,Μαγνησία,11,Θεσσαλία
2020-10-16,Λήμνος,1,Αιγαίο Πέλαγος
2020-10-16,Λασίθι,1,Κρήτη
2020-10-16,Λακωνία,3,Πελοπόννησος
2020-10-16,Λέσβος,2,Αιγαίο Πέλαγος
2020-10-16,Ξάνθη,15,Θράκη
2020-10-16,Μήλος,1,Αιγαίο Πέλαγος
2020-10-16,Πέλλα,8,Μακεδονία
2020-10-16,Φωκίδα,1,Στερεά Ελλάδα
2020-10-16,Πρέβεζα,17,Ήπειρος
2020-10-16,Ρέθυμνο,1,Κρήτη
2020-10-16,Ροδόπη,2,Θράκη
2020-10-16,Ρόδος,9,Αιγαίο Πέλαγος
2020-10-16,Σάμος,1,Αιγαίο Πέλαγος
2020-10-16,Σέρρες,8,Μακεδονία
2020-10-16,Τρίκαλα,5,Θεσσαλία
2020-10-16,Φθιώτιδα,11,Στερεά Ελλάδα
2020-10-16,Φλώρινα,4,Μακεδονία
2020-10-16,Χίος,3,Αιγαίο Πέλαγος
2020-10-16,Χαλκιδική,8,Μακεδονία
2020-10-16,Χανιά,1,Κρήτη
2020-10-16,Πιερία,5,Μακεδονία
2020-10-16,Κόρινθος,2,Πελοπόννησος
2020-10-16,Λάρισα,14,Θεσσαλία
2020-10-16,Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-16,Άρτα,2,Ήπειρος
2020-10-16,Κως,1,Αιγαίο Πέλαγος
2020-10-16,Αιτωλοακαρνανία,5,Στερεά Ελλάδα
2020-10-16,Αργολίδα,1,Πελοπόννησος
2020-10-16,Αρκαδία,2,Πελοπόννησος
2020-10-16,Αττική,508,Στερεά Ελλάδα
2020-10-16,Αχαΐα,7,Πελοπόννησος
2020-10-16,Βοιωτία,4,Στερεά Ελλάδα
2020-10-16,Γρεβενά,2,Μακεδονία
2020-10-16,Δράμα,1,Μακεδονία
2020-10-16,Εύβοια,2,Στερεά Ελλάδα
2020-10-16,Ηλεία,5,Πελοπόννησος
2020-10-16,Ημαθία,4,Μακεδονία
2020-10-16,Έβρος,5,Θράκη
2020-10-16,Θάσος,3,Μακεδονία
2020-10-16,Ηράκλειο,6,Κρήτη
2020-10-16,Κιλκίς,2,Μακεδονία
2020-10-16,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2020-10-16,Καστοριά,20,Μακεδονία
2020-10-16,Καρδίτσα,3,Θεσσαλία
2020-10-16,Κοζάνη,277,Μακεδονία
2020-10-16,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-16,Κάλυμνος,1,Αιγαίο Πέλαγος
2020-10-16,Ιωάννινα,31,Ήπειρος
2020-10-16,Θεσσαλονίκη,66,Μακεδονία
2020-10-16,Θεσπρωτία,4,Ήπειρος
2020-10-16,Καβάλα,5,Μακεδονία
2020-10-17,Ξάνθη,1,Θράκη
2020-10-17,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-17,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-17,Χανιά,15,Κρήτη
2020-10-17,Μαγνησία,8,Θεσσαλία
2020-10-17,Μήλος,1,Αιγαίο Πέλαγος
2020-10-17,Λακωνία,1,Πελοπόννησος
2020-10-17,Λήμνος,1,Αιγαίο Πέλαγος
2020-10-17,Πέλλα,142,Μακεδονία
2020-10-17,Μεσσηνία,3,Πελοπόννησος
2020-10-17,Πιερία,1,Μακεδονία
2020-10-17,Τρίκαλα,5,Θεσσαλία
2020-10-17,Ρέθυμνο,1,Κρήτη
2020-10-17,Ροδόπη,2,Θράκη
2020-10-17,Ρόδος,9,Αιγαίο Πέλαγος
2020-10-17,Σέρρες,8,Μακεδονία
2020-10-17,Φθιώτιδα,7,Στερεά Ελλάδα
2020-10-17,Φλώρινα,1,Μακεδονία
2020-10-17,Φωκίδα,1,Στερεά Ελλάδα
2020-10-17,Χίος,3,Αιγαίο Πέλαγος
2020-10-17,Χαλκιδική,7,Μακεδονία
2020-10-17,Λέσβος,6,Αιγαίο Πέλαγος
2020-10-17,Πρέβεζα,17,Ήπειρος
2020-10-17,Λάρισα,14,Θεσσαλία
2020-10-17,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-17,Κως,1,Αιγαίο Πέλαγος
2020-10-17,Κόρινθος,1,Πελοπόννησος
2020-10-17,Άρτα,1,Ήπειρος
2020-10-17,Έβρος,5,Θράκη
2020-10-17,Αιτωλοακαρνανία,1,Στερεά Ελλάδα
2020-10-17,Αργολίδα,2,Πελοπόννησος
2020-10-17,Αττική,2909,Στερεά Ελλάδα
2020-10-17,Βοιωτία,10,Στερεά Ελλάδα
2020-10-17,Γλυφάδα,19,Στερεά Ελλάδα
2020-10-17,Εύβοια,3,Στερεά Ελλάδα
2020-10-17,Ηλεία,1,Πελοπόννησος
2020-10-17,Αχαΐα,7,Πελοπόννησος
2020-10-17,Ηράκλειο,7,Κρήτη
2020-10-17,Ημαθία,3,Μακεδονία
2020-10-17,Κιλκίς,3,Μακεδονία
2020-10-17,Καστοριά,24,Μακεδονία
2020-10-17,Καρδίτσα,1,Θεσσαλία
2020-10-17,Καβάλα,5,Μακεδονία
2020-10-17,Κοζάνη,265,Μακεδονία
2020-10-17,Ιωάννινα,256,Ήπειρος
2020-10-17,Θεσσαλονίκη,200,Μακεδονία
2020-10-17,Θεσπρωτία,1,Ήπειρος
2020-10-17,Κάλυμνος,1,Αιγαίο Πέλαγος
2020-10-18,Πειραιάς,12,Στερεά Ελλάδα
2020-10-18,Λακωνία,1,Πελοπόννησος
2020-10-18,Λευκάδα,1,Ιόνιο Πέλαγος
2020-10-18,Μήλος,1,Αιγαίο Πέλαγος
2020-10-18,Μαγνησία,3,Θεσσαλία
2020-10-18,Μεσσηνία,1,Πελοπόννησος
2020-10-18,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-18,Νεάπολη-Συκιές,19,Μακεδονία
2020-10-18,Ξάνθη,1,Θράκη
2020-10-18,Πέλλα,8,Μακεδονία
2020-10-18,Πιερία,1,Μακεδονία
2020-10-18,Χανιά,1,Κρήτη
2020-10-18,Ρέθυμνο,1,Κρήτη
2020-10-18,Ροδόπη,4,Θράκη
2020-10-18,Ρόδος,1,Αιγαίο Πέλαγος
2020-10-18,Σέρρες,8,Μακεδονία
2020-10-18,Τρίκαλα,5,Θεσσαλία
2020-10-18,Φθιώτιδα,6,Στερεά Ελλάδα
2020-10-18,Φλώρινα,1,Μακεδονία
2020-10-18,Χίος,2,Αιγαίο Πέλαγος
2020-10-18,Χαλκιδική,7,Μακεδονία
2020-10-18,Λέσβος,6,Αιγαίο Πέλαγος
2020-10-18,Πρέβεζα,17,Ήπειρος
2020-10-18,Λάρισα,19,Θεσσαλία
2020-10-18,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-18,Άρτα,1,Ήπειρος
2020-10-18,Κόρινθος,6,Πελοπόννησος
2020-10-18,Έβρος,2,Θράκη
2020-10-18,Αιτωλοακαρνανία,1,Στερεά Ελλάδα
2020-10-18,Αργολίδα,3,Πελοπόννησος
2020-10-18,Αττική,364,Στερεά Ελλάδα
2020-10-18,Αχαΐα,7,Πελοπόννησος
2020-10-18,Βοιωτία,10,Στερεά Ελλάδα
2020-10-18,Δράμα,2,Μακεδονία
2020-10-18,Ευρυτανία,1,Στερεά Ελλάδα
2020-10-18,Εύβοια,3,Στερεά Ελλάδα
2020-10-18,Ηλεία,3,Πελοπόννησος
2020-10-18,Γλυφάδα,10,Στερεά Ελλάδα
2020-10-18,Ηράκλειο,7,Κρήτη
2020-10-18,Ημαθία,2,Μακεδονία
2020-10-18,Κοζάνη,33,Μακεδονία
2020-10-18,Κιλκίς,3,Μακεδονία
2020-10-18,Καστοριά,17,Μακεδονία
2020-10-18,Καρδίτσα,1,Θεσσαλία
2020-10-18,Κως,1,Αιγαίο Πέλαγος
2020-10-18,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-18,Ιωάννινα,23,Ήπειρος
2020-10-18,Θεσσαλονίκη,78,Μακεδονία
2020-10-18,Θεσπρωτία,2,Ήπειρος
2020-10-18,Καβάλα,3,Μακεδονία
2020-10-19,Πέλλα,6,Μακεδονία
2020-10-19,Λέσβος,3,Αιγαίο Πέλαγος
2020-10-19,Λασίθι,1,Κρήτη
2020-10-19,Λευκάδα,1,Ιόνιο Πέλαγος
2020-10-19,Μαγνησία,1,Θεσσαλία
2020-10-19,Μαρούσι,18,Στερεά Ελλάδα
2020-10-19,Μεσσηνία,4,Πελοπόννησος
2020-10-19,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-19,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2020-10-19,Νεάπολη-Συκιές,24,Μακεδονία
2020-10-19,Πετρούπολη,700,Στερεά Ελλάδα
2020-10-19,Λάρισα,19,Θεσσαλία
2020-10-19,Πρέβεζα,17,Ήπειρος
2020-10-19,Ρέθυμνο,1,Κρήτη
2020-10-19,Ροδόπη,4,Θράκη
2020-10-19,Σάμος,1,Αιγαίο Πέλαγος
2020-10-19,Σέρρες,49,Μακεδονία
2020-10-19,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-19,Τρίκαλα,5,Θεσσαλία
2020-10-19,Φθιώτιδα,1,Στερεά Ελλάδα
2020-10-19,Φλώρινα,1,Μακεδονία
2020-10-19,Χίος,2,Αιγαίο Πέλαγος
2020-10-19,Χαλκιδική,2,Μακεδονία
2020-10-19,Πιερία,4,Μακεδονία
2020-10-19,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-19,Φωκίδα,1,Στερεά Ελλάδα
2020-10-19,Κως,1,Αιγαίο Πέλαγος
2020-10-19,Άρτα,1,Ήπειρος
2020-10-19,Κόρινθος,6,Πελοπόννησος
2020-10-19,Αιτωλοακαρνανία,3,Στερεά Ελλάδα
2020-10-19,Αργολίδα,3,Πελοπόννησος
2020-10-19,Αττική,364,Στερεά Ελλάδα
2020-10-19,Αχαΐα,6,Πελοπόννησος
2020-10-19,Βοιωτία,4,Στερεά Ελλάδα
2020-10-19,Γρεβενά,41,Μακεδονία
2020-10-19,Δράμα,2,Μακεδονία
2020-10-19,Ευρυτανία,1,Στερεά Ελλάδα
2020-10-19,Εύβοια,4,Στερεά Ελλάδα
2020-10-19,Ηλεία,3,Πελοπόννησος
2020-10-19,Αθήνα,900,Στερεά Ελλάδα
2020-10-19,Ηράκλειο,6,Κρήτη
2020-10-19,Θεσπρωτία,2,Ήπειρος
2020-10-19,Θεσσαλονίκη,175,Μακεδονία
2020-10-19,Ιωάννινα,23,Ήπειρος
2020-10-19,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-19,Καβάλα,7,Μακεδονία
2020-10-19,Καρδίτσα,1,Θεσσαλία
2020-10-19,Καστοριά,10,Μακεδονία
2020-10-19,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2020-10-19,Κιλκίς,3,Μακεδονία
2020-10-19,Κοζάνη,40,Μακεδονία
2020-10-19,Ημαθία,3,Μακεδονία
2020-10-20,Πρέβεζα,17,Ήπειρος
2020-10-20,Πιερία,4,Μακεδονία
2020-10-20,Πέλλα,10,Μακεδονία
2020-10-20,Λέσβος,1,Αιγαίο Πέλαγος
2020-10-20,Μεσσηνία,4,Πελοπόννησος
2020-10-20,Μαγνησία,2,Θεσσαλία
2020-10-20,Λασίθι,1,Κρήτη
2020-10-20,Ρέθυμνο,1,Κρήτη
2020-10-20,Μύκονος,1,Αιγαίο Πέλαγος
2020-10-20,Ροδόπη,1,Θράκη
2020-10-20,Φθιώτιδα,24,Στερεά Ελλάδα
2020-10-20,Σάμος,1,Αιγαίο Πέλαγος
2020-10-20,Σέρρες,28,Μακεδονία
2020-10-20,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-20,Τρίκαλα,6,Θεσσαλία
2020-10-20,Φλώρινα,4,Μακεδονία
2020-10-20,Φωκίδα,1,Στερεά Ελλάδα
2020-10-20,Χίος,3,Αιγαίο Πέλαγος
2020-10-20,Χαλκίδα,8,Στερεά Ελλάδα
2020-10-20,Χαλκιδική,2,Μακεδονία
2020-10-20,Λάρισα,16,Θεσσαλία
2020-10-20,Ρόδος,1,Αιγαίο Πέλαγος
2020-10-20,Κόρινθος,7,Πελοπόννησος
2020-10-20,Κοζάνη,27,Μακεδονία
2020-10-20,Αχαΐα,6,Πελοπόννησος
2020-10-20,Κως,1,Αιγαίο Πέλαγος
2020-10-20,Έβρος,1,Θράκη
2020-10-20,Αθήνα,667,Στερεά Ελλάδα
2020-10-20,Αιτωλοακαρνανία,4,Στερεά Ελλάδα
2020-10-20,Αργολίδα,4,Πελοπόννησος
2020-10-20,Αττική,676,Στερεά Ελλάδα
2020-10-20,Βοιωτία,30,Στερεά Ελλάδα
2020-10-20,Δράμα,2,Μακεδονία
2020-10-20,Εύβοια,4,Στερεά Ελλάδα
2020-10-20,Ημαθία,3,Μακεδονία
2020-10-20,Ηλεία,9,Πελοπόννησος
2020-10-20,Θεσπρωτία,3,Ήπειρος
2020-10-20,Θεσσαλονίκη,652,Μακεδονία
2020-10-20,Ιωάννινα,652,Ήπειρος
2020-10-20,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-20,Καβάλα,10,Μακεδονία
2020-10-20,Καρδίτσα,1,Θεσσαλία
2020-10-20,Καστοριά,124,Μακεδονία
2020-10-20,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2020-10-20,Κιλκίς,2,Μακεδονία
2020-10-20,Ηράκλειο,8,Κρήτη
2020-10-21,Ξάνθη,3,Θράκη
2020-10-21,Πιερία,7,Μακεδονία
2020-10-21,Πέλλα,10,Μακεδονία
2020-10-21,Νεάπολη-Συκιές,50,Μακεδονία
2020-10-21,Λακωνία,2,Πελοπόννησος
2020-10-21,Μεσσηνία,4,Πελοπόννησος
2020-10-21,Μαγνησία,3,Θεσσαλία
2020-10-21,Λευκάδα,1,Ιόνιο Πέλαγος
2020-10-21,Πρέβεζα,17,Ήπειρος
2020-10-21,Νάξος & Μικρές Κυκλάδες,6,Αιγαίο Πέλαγος
2020-10-21,Ρέθυμνο,2,Κρήτη
2020-10-21,Χαλκιδική,3,Μακεδονία
2020-10-21,Ρόδος,2,Αιγαίο Πέλαγος
2020-10-21,Σάμος,1,Αιγαίο Πέλαγος
2020-10-21,Σέρρες,19,Μακεδονία
2020-10-21,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-21,Τήνος,1,Αιγαίο Πέλαγος
2020-10-21,Τρίκαλα,6,Θεσσαλία
2020-10-21,Φθιώτιδα,3,Στερεά Ελλάδα
2020-10-21,Φλώρινα,4,Μακεδονία
2020-10-21,Χίος,3,Αιγαίο Πέλαγος
2020-10-21,Ροδόπη,4,Θράκη
2020-10-21,Λέσβος,6,Αιγαίο Πέλαγος
2020-10-21,Έβρος,4,Θράκη
2020-10-21,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-21,Λάρισα,23,Θεσσαλία
2020-10-21,Αιτωλοακαρνανία,12,Στερεά Ελλάδα
2020-10-21,Αργολίδα,4,Πελοπόννησος
2020-10-21,Αττική,364,Στερεά Ελλάδα
2020-10-21,Αχαΐα,10,Πελοπόννησος
2020-10-21,Δράμα,2,Μακεδονία
2020-10-21,Εύβοια,18,Στερεά Ελλάδα
2020-10-21,Ηλεία,9,Πελοπόννησος
2020-10-21,Ημαθία,3,Μακεδονία
2020-10-21,Ηράκλειο,8,Κρήτη
2020-10-21,Βοιωτία,30,Στερεά Ελλάδα
2020-10-21,Θεσσαλονίκη,652,Μακεδονία
2020-10-21,Ιωάννινα,2643,Ήπειρος
2020-10-21,Κάλυμνος,1,Αιγαίο Πέλαγος
2020-10-21,Κέρκυρα,2,Ιόνιο Πέλαγος
2020-10-21,Καβάλα,10,Μακεδονία
2020-10-21,Καστοριά,263,Μακεδονία
2020-10-21,Κιλκίς,5,Μακεδονία
2020-10-21,Κοζάνη,27,Μακεδονία
2020-10-21,Κως,1,Αιγαίο Πέλαγος
2020-10-21,Θεσπρωτία,3,Ήπειρος
2020-10-21,Κόρινθος,7,Πελοπόννησος
2020-10-22,Πέλλα,9,Μακεδονία
2020-10-22,Ξάνθη,4,Θράκη
2020-10-22,Νάξος & Μικρές Κυκλάδες,6,Αιγαίο Πέλαγος
2020-10-22,Χανιά,4,Κρήτη
2020-10-22,Μεσσηνία,9,Πελοπόννησος
2020-10-22,Λακωνία,2,Πελοπόννησος
2020-10-22,Λευκάδα,1,Ιόνιο Πέλαγος
2020-10-22,Λασίθι,2,Κρήτη
2020-10-22,Λέσβος,17,Αιγαίο Πέλαγος
2020-10-22,Πιερία,7,Μακεδονία
2020-10-22,Μαγνησία,7,Θεσσαλία
2020-10-22,Πρέβεζα,1,Ήπειρος
2020-10-22,Χίος,1,Αιγαίο Πέλαγος
2020-10-22,Ροδόπη,10,Θράκη
2020-10-22,Ρόδος,2,Αιγαίο Πέλαγος
2020-10-22,Σάμος,7,Αιγαίο Πέλαγος
2020-10-22,Σέρρες,65,Μακεδονία
2020-10-22,Σαντορίνη,1,Αιγαίο Πέλαγος
2020-10-22,Τήνος,1,Αιγαίο Πέλαγος
2020-10-22,Τρίκαλα,9,Θεσσαλία
2020-10-22,Φθιώτιδα,5,Στερεά Ελλάδα
2020-10-22,Φλώρινα,1,Μακεδονία
2020-10-22,Φωκίδα,1,Στερεά Ελλάδα
2020-10-22,Χαλκιδική,4,Μακεδονία
2020-10-22,Λάρισα,40,Θεσσαλία
2020-10-22,Ρέθυμνο,4,Κρήτη
2020-10-22,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-22,Κέρκυρα,3,Ιόνιο Πέλαγος
2020-10-22,Κως,1,Αιγαίο Πέλαγος
2020-10-22,Κόρινθος,2,Πελοπόννησος
2020-10-22,Έβρος,4,Θράκη
2020-10-22,Αιτωλοακαρνανία,12,Στερεά Ελλάδα
2020-10-22,Αργολίδα,5,Πελοπόννησος
2020-10-22,Αρκαδία,3,Πελοπόννησος
2020-10-22,Αττική,882,Στερεά Ελλάδα
2020-10-22,Αχαΐα,10,Πελοπόννησος
2020-10-22,Βάρη - Βούλα - Βουλιαγμένη,17,Στερεά Ελλάδα
2020-10-22,Βοιωτία,10,Στερεά Ελλάδα
2020-10-22,Γρεβενά,2,Μακεδονία
2020-10-22,Δράμα,2,Μακεδονία
2020-10-22,Εύβοια,13,Στερεά Ελλάδα
2020-10-22,Άνδρος,1,Αιγαίο Πέλαγος
2020-10-22,Ημαθία,5,Μακεδονία
2020-10-22,Ηράκλειο,10,Κρήτη
2020-10-22,Θεσσαλονίκη,188,Μακεδονία
2020-10-22,Ιωάννινα,32,Ήπειρος
2020-10-22,Κάλυμνος,1,Αιγαίο Πέλαγος
2020-10-22,Καβάλα,8,Μακεδονία
2020-10-22,Καρδίτσα,1,Θεσσαλία
2020-10-22,Καστοριά,15,Μακεδονία
2020-10-22,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2020-10-22,Κιλκίς,5,Μακεδονία
2020-10-22,Κοζάνη,27,Μακεδονία
2020-10-22,Ηλεία,3,Πελοπόννησος
2020-10-23,Πέλλα,5,Μακεδονία
2020-10-23,Ξάνθη,6,Θράκη
2020-10-23,Νάξος & Μικρές Κυκλάδες,5,Αιγαίο Πέλαγος
2020-10-23,Λέσβος,17,Αιγαίο Πέλαγος
2020-10-23,Μαγνησία,9,Θεσσαλία
2020-10-23,Λευκάδα,3,Ιόνιο Πέλαγος
2020-10-23,Λακωνία,1,Πελοπόννησος
2020-10-23,Πιερία,4,Μακεδονία
2020-10-23,Μεσσηνία,9,Πελοπόννησος
2020-10-23,Ρέθυμνο,4,Κρήτη
2020-10-23,Φθιώτιδα,5,Στερεά Ελλάδα
2020-10-23,Ρόδος,2,Αιγαίο Πέλαγος
2020-10-23,Σέρρες,65,Μακεδονία
2020-10-23,Σαντορίνη,2,Αιγαίο Πέλαγος
2020-10-23,Τρίκαλα,9,Θεσσαλία
2020-10-23,Φλώρινα,1,Μακεδονία
2020-10-23,Φωκίδα,1,Στερεά Ελλάδα
2020-10-23,Χίος,47,Αιγαίο Πέλαγος
2020-10-23,Χαλκιδική,4,Μακεδονία
2020-10-23,Χανιά,4,Κρήτη
2020-10-23,Λάρισα,40,Θεσσαλία
2020-10-23,Ροδόπη,10,Θράκη
2020-10-23,Κύθνος,1,Αιγαίο Πέλαγος
2020-10-23,Καστοριά,16,Μακεδονία
2020-10-23,Κοζάνη,20,Μακεδονία
2020-10-23,Άνδρος,1,Αιγαίο Πέλαγος
2020-10-23,Κόρινθος,1,Πελοπόννησος
2020-10-23,Έβρος,7,Θράκη
2020-10-23,Αιτωλοακαρνανία,2,Στερεά Ελλάδα
2020-10-23,Αργολίδα,3,Πελοπόννησος
2020-10-23,Αρκαδία,3,Πελοπόννησος
2020-10-23,Αττική,290,Στερεά Ελλάδα
2020-10-23,Αχαΐα,12,Πελοπόννησος
2020-10-23,Βοιωτία,7,Στερεά Ελλάδα
2020-10-23,Δράμα,6,Μακεδονία
2020-10-23,Εύβοια,5,Στερεά Ελλάδα
2020-10-23,Άρτα,3,Ήπειρος
2020-10-23,Ημαθία,5,Μακεδονία
2020-10-23,Ηλεία,3,Πελοπόννησος
2020-10-23,Καρδίτσα,4,Θεσσαλία
2020-10-23,Καβάλα,8,Μακεδονία
2020-10-23,Κέρκυρα,5,Ιόνιο Πέλαγος
2020-10-23,Κιλκίς,5,Μακεδονία
2020-10-23,Θεσσαλονίκη,197,Μακεδονία
2020-10-23,Θεσπρωτία,1,Ήπειρος
2020-10-23,Ηράκλειο,10,Κρήτη
2020-10-23,Ιωάννινα,65,Ήπειρος
2020-10-24,Λασίθι,1,Κρήτη
2020-10-24,Πιερία,10,Μακεδονία
2020-10-24,Μαγνησία,8,Θεσσαλία
2020-10-24,Μεσσηνία,12,Πελοπόννησος
2020-10-24,Μύκονος,2,Αιγαίο Πέλαγος
2020-10-24,Νάξος & Μικρές Κυκλάδες,2,Αιγαίο Πέλαγος
2020-10-24,Ξάνθη,3,Θράκη
2020-10-24,Πέλλα,14,Μακεδονία
2020-10-24,Πρέβεζα,6,Ήπειρος
2020-10-24,Σαντορίνη,2,Αιγαίο Πέλαγος
2020-10-24,Ρόδος,1,Αιγαίο Πέλαγος
2020-10-24,Σάμος,1,Αιγαίο Πέλαγος
2020-10-24,Σέρρες,54,Μακεδονία
2020-10-24,Τρίκαλα,13,Θεσσαλία
2020-10-24,Φθιώτιδα,4,Στερεά Ελλάδα
2020-10-24,Φλώρινα,4,Μακεδονία
2020-10-24,Χανιά,2,Κρήτη
2020-10-24,Χαλκιδική,6,Μακεδονία
2020-10-24,Λέσβος,5,Αιγαίο Πέλαγος
2020-10-24,Ροδόπη,20,Θράκη
