Date,Location,Cases,Area
2021-05-07,Πειραιάς,151,Στερεά Ελλάδα
2021-05-07,Σέρρες,30,Μακεδονία
2021-05-07,Πρέβεζα,7,Ήπειρος
2021-05-07,Ρέθυμνο,19,Κρήτη
2021-05-07,Ροδόπη,7,Θράκη
2021-05-07,Ρόδος,5,Αιγαίο Πέλαγος
2021-05-07,Σάμος,2,Αιγαίο Πέλαγος
2021-05-07,Σαντορίνη,1,Αιγαίο Πέλαγος
2021-05-07,Τρίκαλα,20,Θεσσαλία
2021-05-07,Φθιώτιδα,22,Στερεά Ελλάδα
2021-05-07,Φλώρινα,14,Μακεδονία
2021-05-07,Φωκίδα,6,Στερεά Ελλάδα
2021-05-07,Χίος,2,Αιγαίο Πέλαγος
2021-05-07,Κόρινθος,30,Πελοπόννησος
2021-05-07,Χανιά,16,Κρήτη
2021-05-07,Πιερία,15,Μακεδονία
2021-05-07,Χαλκιδική,9,Μακεδονία
2021-05-07,Κως,7,Αιγαίο Πέλαγος
2021-05-07,Κιλκίς,18,Μακεδονία
2021-05-07,Κοζάνη,43,Μακεδονία
2021-05-07,Άρτα,2,Ήπειρος
2021-05-07,Έβρος,20,Θράκη
2021-05-07,Αιτωλοακαρνανία,150,Στερεά Ελλάδα
2021-05-07,Αργολίδα,14,Πελοπόννησος
2021-05-07,Αρκαδία,15,Πελοπόννησος
2021-05-07,Αττική,170,Στερεά Ελλάδα
2021-05-07,Αχαΐα,61,Πελοπόννησος
2021-05-07,Γρεβενά,1,Μακεδονία
2021-05-07,Δράμα,19,Μακεδονία
2021-05-07,Ευρυτανία,4,Στερεά Ελλάδα
2021-05-07,Εύβοια,44,Στερεά Ελλάδα
2021-05-07,Ζάκυνθος,6,Ιόνιο Πέλαγος
2021-05-07,Ηλεία,14,Πελοπόννησος
2021-05-07,Βοιωτία,36,Στερεά Ελλάδα
2021-05-07,Ηράκλειο,44,Κρήτη
2021-05-07,Ημαθία,14,Μακεδονία
2021-05-07,Καστοριά,9,Μακεδονία
2021-05-07,Καρδίτσα,13,Θεσσαλία
2021-05-07,Καβάλα,20,Μακεδονία
2021-05-07,Κέρκυρα,19,Ιόνιο Πέλαγος
2021-05-07,Κάρπαθος,2,Αιγαίο Πέλαγος
2021-05-07,Κεφαλλονιά,3,Ιόνιο Πέλαγος
2021-05-07,Ιωάννινα,35,Ήπειρος
2021-05-07,Ικαρία,2,Αιγαίο Πέλαγος
2021-05-07,Θεσσαλονίκη,271,Μακεδονία
2021-05-07,Θεσπρωτία,13,Ήπειρος
2021-05-07,Θάσος,2,Μακεδονία
2021-05-07,Κάλυμνος,27,Αιγαίο Πέλαγος
2021-05-14,Πάρος,2,Αιγαίο Πέλαγος
2021-05-14,Ξάνθη,13,Θράκη
2021-05-14,Νάξος & Μικρές Κυκλάδες,4,Αιγαίο Πέλαγος
2021-05-14,Μύκονος,5,Αιγαίο Πέλαγος
2021-05-14,Μεσσηνία,3,Πελοπόννησος
2021-05-14,Λευκάδα,1,Ιόνιο Πέλαγος
2021-05-14,Μαγνησία,35,Θεσσαλία
2021-05-14,Λασίθι,4,Κρήτη
2021-05-14,Λακωνία,5,Πελοπόννησος
2021-05-14,Λήμνος,1,Αιγαίο Πέλαγος
2021-05-14,Πέλλα,20,Μακεδονία
2021-05-14,Χανιά,19,Κρήτη
2021-05-14,Πειραιάς,137,Στερεά Ελλάδα
2021-05-14,Λέσβος,7,Αιγαίο Πέλαγος
2021-05-14,Πρέβεζα,2,Ήπειρος
2021-05-14,Ρέθυμνο,15,Κρήτη
2021-05-14,Ροδόπη,6,Θράκη
2021-05-14,Ρόδος,7,Αιγαίο Πέλαγος
2021-05-14,Σάμος,1,Αιγαίο Πέλαγος
2021-05-14,Σέρρες,11,Μακεδονία
2021-05-14,Σύρος - Ερμούπολη,3,Αιγαίο Πέλαγος
2021-05-14,Τρίκαλα,15,Θεσσαλία
2021-05-14,Φθιώτιδα,21,Στερεά Ελλάδα
2021-05-14,Φλώρινα,15,Μακεδονία
2021-05-14,Φωκίδα,3,Στερεά Ελλάδα
2021-05-14,Χίος,3,Αιγαίο Πέλαγος
2021-05-14,Χαλκιδική,6,Μακεδονία
2021-05-14,Πιερία,14,Μακεδονία
2021-05-14,Λάρισα,63,Θεσσαλία
2021-05-14,Καβάλα,12,Μακεδονία
2021-05-14,Κως,11,Αιγαίο Πέλαγος
2021-05-14,Κόρινθος,19,Πελοπόννησος
2021-05-14,Άνδρος,7,Αιγαίο Πέλαγος
2021-05-14,Έβρος,26,Θράκη
2021-05-14,Αιτωλοακαρνανία,132,Στερεά Ελλάδα
2021-05-14,Αργολίδα,11,Πελοπόννησος
2021-05-14,Αρκαδία,7,Πελοπόννησος
2021-05-14,Αττική,124,Στερεά Ελλάδα
2021-05-14,Βοιωτία,20,Στερεά Ελλάδα
2021-05-14,Γρεβενά,4,Μακεδονία
2021-05-14,Δράμα,23,Μακεδονία
2021-05-14,Εύβοια,33,Στερεά Ελλάδα
2021-05-14,Ζάκυνθος,1,Ιόνιο Πέλαγος
2021-05-14,Ηλεία,6,Πελοπόννησος
2021-05-14,Αχαΐα,54,Πελοπόννησος
2021-05-14,Ηράκλειο,37,Κρήτη
2021-05-14,Ημαθία,13,Μακεδονία
2021-05-14,Κιλκίς,13,Μακεδονία
2021-05-14,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2021-05-14,Καστοριά,4,Μακεδονία
2021-05-14,Καρδίτσα,6,Θεσσαλία
2021-05-14,Κέρκυρα,23,Ιόνιο Πέλαγος
2021-05-14,Κοζάνη,16,Μακεδονία
2021-05-14,Ιωάννινα,36,Ήπειρος
2021-05-14,Θεσσαλονίκη,215,Μακεδονία
2021-05-14,Θεσπρωτία,4,Ήπειρος
2021-05-14,Θάσος,3,Μακεδονία
2021-05-14,Κάλυμνος,11,Αιγαίο Πέλαγος
2021-05-15,Πειραιάς,95,Στερεά Ελλάδα
2021-05-15,Πέλλα,7,Μακεδονία
2021-05-15,Πάρος,4,Αιγαίο Πέλαγος
2021-05-15,Ξάνθη,13,Θράκη
2021-05-15,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2021-05-15,Μεσσηνία,5,Πελοπόννησος
2021-05-15,Λασίθι,6,Κρήτη
2021-05-15,Μήλος,1,Αιγαίο Πέλαγος
2021-05-15,Λακωνία,1,Πελοπόννησος
2021-05-15,Λέσβος,20,Αιγαίο Πέλαγος
2021-05-15,Λάρισα,61,Θεσσαλία
2021-05-15,Μαγνησία,49,Θεσσαλία
2021-05-15,Πιερία,18,Μακεδονία
2021-05-15,Χανιά,24,Κρήτη
2021-05-15,Ροδόπη,6,Θράκη
2021-05-15,Ρόδος,2,Αιγαίο Πέλαγος
2021-05-15,Σάμος,1,Αιγαίο Πέλαγος
2021-05-15,Σέρρες,14,Μακεδονία
2021-05-15,Σαντορίνη,1,Αιγαίο Πέλαγος
2021-05-15,Σύρος - Ερμούπολη,2,Αιγαίο Πέλαγος
2021-05-15,Τρίκαλα,24,Θεσσαλία
2021-05-15,Φθιώτιδα,12,Στερεά Ελλάδα
2021-05-15,Φλώρινα,9,Μακεδονία
2021-05-15,Φωκίδα,2,Στερεά Ελλάδα
2021-05-15,Χίος,3,Αιγαίο Πέλαγος
2021-05-15,Χαλκιδική,10,Μακεδονία
2021-05-15,Κόρινθος,14,Πελοπόννησος
2021-05-15,Ρέθυμνο,10,Κρήτη
2021-05-15,Κως,7,Αιγαίο Πέλαγος
2021-05-15,Κοζάνη,17,Μακεδονία
2021-05-15,Κιλκίς,9,Μακεδονία
2021-05-15,Άρτα,1,Ήπειρος
2021-05-15,Έβρος,30,Θράκη
2021-05-15,Αιτωλοακαρνανία,79,Στερεά Ελλάδα
2021-05-15,Αργολίδα,20,Πελοπόννησος
2021-05-15,Αρκαδία,18,Πελοπόννησος
2021-05-15,Αττική,1000,Στερεά Ελλάδα
2021-05-15,Αχαΐα,33,Πελοπόννησος
2021-05-15,Βοιωτία,29,Στερεά Ελλάδα
2021-05-15,Γρεβενά,5,Μακεδονία
2021-05-15,Δράμα,9,Μακεδονία
2021-05-15,Εύβοια,22,Στερεά Ελλάδα
2021-05-15,Ζάκυνθος,2,Ιόνιο Πέλαγος
2021-05-15,Ηλεία,17,Πελοπόννησος
2021-05-15,Άνδρος,2,Αιγαίο Πέλαγος
2021-05-15,Ηράκλειο,42,Κρήτη
2021-05-15,Ημαθία,13,Μακεδονία
2021-05-15,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2021-05-15,Καστοριά,10,Μακεδονία
2021-05-15,Καρδίτσα,7,Θεσσαλία
2021-05-15,Κέρκυρα,11,Ιόνιο Πέλαγος
2021-05-15,Κάρπαθος,2,Αιγαίο Πέλαγος
2021-05-15,Καβάλα,16,Μακεδονία
2021-05-15,Ιωάννινα,41,Ήπειρος
2021-05-15,Ικαρία,6,Αιγαίο Πέλαγος
2021-05-15,Θεσσαλονίκη,184,Μακεδονία
2021-05-15,Θεσπρωτία,11,Ήπειρος
2021-05-15,Θάσος,1,Μακεδονία
2021-05-15,Κάλυμνος,14,Αιγαίο Πέλαγος
2021-05-16,Πάρος,2,Αιγαίο Πέλαγος
2021-05-16,Πιερία,7,Μακεδονία
2021-05-16,Πειραιάς,109,Στερεά Ελλάδα
2021-05-16,Πέλλα,5,Μακεδονία
2021-05-16,Ξάνθη,10,Θράκη
2021-05-16,Λακωνία,3,Πελοπόννησος
2021-05-16,Μύκονος,2,Αιγαίο Πέλαγος
2021-05-16,Μεσσηνία,5,Πελοπόννησος
2021-05-16,Μαγνησία,25,Θεσσαλία
2021-05-16,Λασίθι,2,Κρήτη
2021-05-16,Πρέβεζα,4,Ήπειρος
2021-05-16,Νάξος & Μικρές Κυκλάδες,2,Αιγαίο Πέλαγος
2021-05-16,Ρέθυμνο,14,Κρήτη
2021-05-16,Τήνος,2,Αιγαίο Πέλαγος
2021-05-16,Ρόδος,2,Αιγαίο Πέλαγος
2021-05-16,Σάμος,1,Αιγαίο Πέλαγος
2021-05-16,Σέρρες,5,Μακεδονία
2021-05-16,Σαντορίνη,1,Αιγαίο Πέλαγος
2021-05-16,Σύρος - Ερμούπολη,1,Αιγαίο Πέλαγος
2021-05-16,Τρίκαλα,18,Θεσσαλία
2021-05-16,Φθιώτιδα,15,Στερεά Ελλάδα
2021-05-16,Φλώρινα,3,Μακεδονία
2021-05-16,Φωκίδα,1,Στερεά Ελλάδα
2021-05-16,Χίος,1,Αιγαίο Πέλαγος
2021-05-16,Χαλκιδική,1,Μακεδονία
2021-05-16,Χανιά,12,Κρήτη
2021-05-16,Λήμνος,1,Αιγαίο Πέλαγος
2021-05-16,Ροδόπη,3,Θράκη
2021-05-16,Λέσβος,10,Αιγαίο Πέλαγος
2021-05-16,Κόρινθος,14,Πελοπόννησος
2021-05-16,Λάρισα,33,Θεσσαλία
2021-05-16,Έβρος,10,Θράκη
2021-05-16,Αιτωλοακαρνανία,67,Στερεά Ελλάδα
2021-05-16,Αργολίδα,4,Πελοπόννησος
2021-05-16,Αρκαδία,16,Πελοπόννησος
2021-05-16,Αττική,613,Στερεά Ελλάδα
2021-05-16,Αχαΐα,40,Πελοπόννησος
2021-05-16,Βοιωτία,16,Στερεά Ελλάδα
2021-05-16,Δράμα,7,Μακεδονία
2021-05-16,Εύβοια,11,Στερεά Ελλάδα
2021-05-16,Ζάκυνθος,1,Ιόνιο Πέλαγος
2021-05-16,Ηλεία,16,Πελοπόννησος
2021-05-16,Ημαθία,4,Μακεδονία
2021-05-16,Ηράκλειο,38,Κρήτη
2021-05-16,Γρεβενά,3,Μακεδονία
2021-05-16,Θεσπρωτία,6,Ήπειρος
2021-05-16,Θάσος,1,Μακεδονία
2021-05-16,Κοζάνη,7,Μακεδονία
2021-05-16,Καστοριά,3,Μακεδονία
2021-05-16,Καρδίτσα,8,Θεσσαλία
2021-05-16,Καβάλα,13,Μακεδονία
2021-05-16,Κέρκυρα,11,Ιόνιο Πέλαγος
2021-05-16,Κως,4,Αιγαίο Πέλαγος
2021-05-16,Κάλυμνος,21,Αιγαίο Πέλαγος
2021-05-16,Ιωάννινα,27,Ήπειρος
2021-05-16,Ικαρία,2,Αιγαίο Πέλαγος
2021-05-16,Θεσσαλονίκη,84,Μακεδονία
2021-05-16,Κάρπαθος,1,Αιγαίο Πέλαγος
2021-05-17,Πιερία,9,Μακεδονία
2021-05-17,Πειραιάς,104,Στερεά Ελλάδα
2021-05-17,Πέλλα,4,Μακεδονία
2021-05-17,Πάρος,1,Αιγαίο Πέλαγος
2021-05-17,Ξάνθη,7,Θράκη
2021-05-17,Νάξος & Μικρές Κυκλάδες,4,Αιγαίο Πέλαγος
2021-05-17,Λευκάδα,1,Ιόνιο Πέλαγος
2021-05-17,Μαγνησία,35,Θεσσαλία
2021-05-17,Λασίθι,4,Κρήτη
2021-05-17,Λακωνία,3,Πελοπόννησος
2021-05-17,Λήμνος,1,Αιγαίο Πέλαγος
2021-05-17,Μεσσηνία,1,Πελοπόννησος
2021-05-17,Πρέβεζα,5,Ήπειρος
2021-05-17,Λάρισα,41,Θεσσαλία
2021-05-17,Ροδόπη,4,Θράκη
2021-05-17,Ρόδος,4,Αιγαίο Πέλαγος
2021-05-17,Σάμος,1,Αιγαίο Πέλαγος
2021-05-17,Σέρρες,4,Μακεδονία
2021-05-17,Σαντορίνη,4,Αιγαίο Πέλαγος
2021-05-17,Τήνος,3,Αιγαίο Πέλαγος
2021-05-17,Τρίκαλα,8,Θεσσαλία
2021-05-17,Φθιώτιδα,15,Στερεά Ελλάδα
2021-05-17,Φλώρινα,1,Μακεδονία
2021-05-17,Φωκίδα,1,Στερεά Ελλάδα
2021-05-17,Χίος,4,Αιγαίο Πέλαγος
2021-05-17,Χαλκιδική,7,Μακεδονία
2021-05-17,Λέσβος,5,Αιγαίο Πέλαγος
2021-05-17,Ρέθυμνο,13,Κρήτη
2021-05-17,Χανιά,14,Κρήτη
2021-05-17,Καρδίτσα,5,Θεσσαλία
2021-05-17,Κόρινθος,21,Πελοπόννησος
2021-05-17,Έβρος,10,Θράκη
2021-05-17,Αιτωλοακαρνανία,55,Στερεά Ελλάδα
2021-05-17,Αργολίδα,4,Πελοπόννησος
2021-05-17,Αρκαδία,8,Πελοπόννησος
2021-05-17,Αττική,687,Στερεά Ελλάδα
2021-05-17,Αχαΐα,47,Πελοπόννησος
2021-05-17,Βοιωτία,20,Στερεά Ελλάδα
2021-05-17,Κύθνος,1,Αιγαίο Πέλαγος
2021-05-17,Δράμα,5,Μακεδονία
2021-05-17,Ευρυτανία,1,Στερεά Ελλάδα
2021-05-17,Εύβοια,20,Στερεά Ελλάδα
2021-05-17,Ηλεία,3,Πελοπόννησος
2021-05-17,Ημαθία,13,Μακεδονία
2021-05-17,Γρεβενά,3,Μακεδονία
2021-05-17,Θεσπρωτία,3,Ήπειρος
2021-05-17,Ηράκλειο,42,Κρήτη
2021-05-17,Κως,4,Αιγαίο Πέλαγος
2021-05-17,Κοζάνη,9,Μακεδονία
2021-05-17,Κιλκίς,14,Μακεδονία
2021-05-17,Καστοριά,7,Μακεδονία
2021-05-17,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2021-05-17,Καβάλα,2,Μακεδονία
2021-05-17,Κέρκυρα,10,Ιόνιο Πέλαγος
2021-05-17,Κάλυμνος,11,Αιγαίο Πέλαγος
2021-05-17,Ιωάννινα,11,Ήπειρος
2021-05-17,Θεσσαλονίκη,134,Μακεδονία
2021-05-18,Ξάνθη,30,Θράκη
2021-05-18,Πέλλα,8,Μακεδονία
2021-05-18,Χανιά,37,Κρήτη
2021-05-18,Πειραιάς,217,Στερεά Ελλάδα
2021-05-18,Νάξος & Μικρές Κυκλάδες,1,Αιγαίο Πέλαγος
2021-05-18,Λήμνος,1,Αιγαίο Πέλαγος
2021-05-18,Μεσσηνία,9,Πελοπόννησος
2021-05-18,Μαγνησία,45,Θεσσαλία
2021-05-18,Λευκάδα,2,Ιόνιο Πέλαγος
2021-05-18,Λασίθι,7,Κρήτη
2021-05-18,Πιερία,8,Μακεδονία
2021-05-18,Μύκονος,6,Αιγαίο Πέλαγος
2021-05-18,Ρέθυμνο,17,Κρήτη
2021-05-18,Λέσβος,19,Αιγαίο Πέλαγος
2021-05-18,Ρόδος,13,Αιγαίο Πέλαγος
2021-05-18,Σάμος,1,Αιγαίο Πέλαγος
2021-05-18,Σέρρες,8,Μακεδονία
2021-05-18,Σαντορίνη,1,Αιγαίο Πέλαγος
2021-05-18,Σύρος - Ερμούπολη,3,Αιγαίο Πέλαγος
2021-05-18,Τήνος,4,Αιγαίο Πέλαγος
2021-05-18,Τρίκαλα,26,Θεσσαλία
2021-05-18,Φθιώτιδα,22,Στερεά Ελλάδα
2021-05-18,Φλώρινα,14,Μακεδονία
2021-05-18,Φωκίδα,2,Στερεά Ελλάδα
2021-05-18,Χίος,4,Αιγαίο Πέλαγος
2021-05-18,Χαλκιδική,9,Μακεδονία
2021-05-18,Ροδόπη,8,Θράκη
2021-05-18,Λάρισα,90,Θεσσαλία
2021-05-18,Πάρος,1,Αιγαίο Πέλαγος
2021-05-18,Κως,9,Αιγαίο Πέλαγος
2021-05-18,Άνδρος,2,Αιγαίο Πέλαγος
2021-05-18,Έβρος,22,Θράκη
2021-05-18,Αιτωλοακαρνανία,114,Στερεά Ελλάδα
2021-05-18,Αργολίδα,14,Πελοπόννησος
2021-05-18,Αρκαδία,13,Πελοπόννησος
2021-05-18,Αττική,687,Στερεά Ελλάδα
2021-05-18,Αχαΐα,70,Πελοπόννησος
2021-05-18,Βοιωτία,30,Στερεά Ελλάδα
2021-05-18,Γρεβενά,8,Μακεδονία
2021-05-18,Δράμα,16,Μακεδονία
2021-05-18,Εύβοια,44,Στερεά Ελλάδα
2021-05-18,Ζάκυνθος,4,Ιόνιο Πέλαγος
2021-05-18,Ηλεία,15,Πελοπόννησος
2021-05-18,Κόρινθος,31,Πελοπόννησος
2021-05-18,Ηράκλειο,53,Κρήτη
2021-05-18,Ημαθία,12,Μακεδονία
2021-05-18,Κοζάνη,27,Μακεδονία
2021-05-18,Κιλκίς,23,Μακεδονία
2021-05-18,Κεφαλλονιά,1,Ιόνιο Πέλαγος
2021-05-18,Καρδίτσα,11,Θεσσαλία
2021-05-18,Καβάλα,21,Μακεδονία
2021-05-18,Καστοριά,2,Μακεδονία
2021-05-18,Κάλυμνος,10,Αιγαίο Πέλαγος
2021-05-18,Ιωάννινα,33,Ήπειρος
2021-05-18,Θεσσαλονίκη,245,Μακεδονία
2021-05-18,Θεσπρωτία,7,Ήπειρος
2021-05-18,Θάσος,1,Μακεδονία
2021-05-18,Κέρκυρα,36,Ιόνιο Πέλαγος
2021-05-19,Μεσσηνία,2,Πελοπόννησος
2021-05-19,Πέλλα,10,Μακεδονία
2021-05-19,Ξάνθη,20,Θράκη
2021-05-19,Νάξος & Μικρές Κυκλάδες,3,Αιγαίο Πέλαγος
2021-05-19,Μαγνησία,39,Θεσσαλία
2021-05-19,Κύθνος,1,Αιγαίο Πέλαγος
2021-05-19,Λασίθι,6,Κρήτη
2021-05-19,Λακωνία,2,Πελοπόννησος
2021-05-19,Λέσβος,32,Αιγαίο Πέλαγος
2021-05-19,Λάρισα,93,Θεσσαλία
2021-05-19,Πειραιάς,123,Στερεά Ελλάδα
2021-05-19,Λευκάδα,2,Ιόνιο Πέλαγος
2021-05-19,Πιερία,13,Μακεδονία
2021-05-19,Τήνος,3,Αιγαίο Πέλαγος
2021-05-19,Ρέθυμνο,14,Κρήτη
2021-05-19,Ροδόπη,8,Θράκη
2021-05-19,Ρόδος,4,Αιγαίο Πέλαγος
2021-05-19,Σέρρες,10,Μακεδονία
2021-05-19,Σαντορίνη,1,Αιγαίο Πέλαγος
2021-05-19,Τρίκαλα,15,Θεσσαλία
2021-05-19,Φθιώτιδα,15,Στερεά Ελλάδα
2021-05-19,Φλώρινα,8,Μακεδονία
2021-05-19,Φωκίδα,1,Στερεά Ελλάδα
2021-05-19,Χίος,2,Αιγαίο Πέλαγος
2021-05-19,Χαλκιδική,4,Μακεδονία
2021-05-19,Χανιά,27,Κρήτη
2021-05-19,Κόρινθος,19,Πελοπόννησος
2021-05-19,Πρέβεζα,1,Ήπειρος
2021-05-19,Κως,9,Αιγαίο Πέλαγος
2021-05-19,Κιλκίς,10,Μακεδονία
2021-05-19,Άνδρος,2,Αιγαίο Πέλαγος
2021-05-19,Κοζάνη,34,Μακεδονία
